EQ,Year,Month,Type,Duration,Cleaning,Model,Prediction,Correct Prediction
2747,2014,1,LP,44,4,RF,HB,False
2748,2014,1,LP,48,4,RF,HB,False
2749,2014,1,LP,22,4,RF,HB,False
2750,2014,1,VT,35,4,RF,ICEQUAKE,False
2751,2014,1,LP,45,4,RF,HB,False
2752,2014,1,LP,53,4,RF,HB,False
2753,2014,1,LP,47,4,RF,HB,False
2754,2014,1,LP,54,4,RF,HB,False
2755,2014,1,LP,58,4,RF,HB,False
2756,2014,1,LP,60,4,RF,HB,False
2757,2014,1,LP,45,4,RF,HB,False
2758,2014,1,LP,59,4,RF,HB,False
2759,2014,1,LP,54,4,RF,HB,False
2760,2014,1,LP,61,4,RF,HB,False
2761,2014,1,LP,45,4,RF,HB,False
2762,2014,1,LP,45,4,RF,HB,False
2763,2014,1,LP,56,4,RF,HB,False
2764,2014,1,LP,53,4,RF,HB,False
2765,2014,1,LP,51,4,RF,HB,False
2766,2014,1,LP,43,4,RF,HB,False
2767,2014,1,LP,59,4,RF,HB,False
2768,2014,1,LP,51,4,RF,HB,False
2769,2014,1,LP,42,4,RF,HB,False
2770,2014,1,LP,49,4,RF,HB,False
2771,2014,1,LP,44,4,RF,HB,False
2772,2014,1,LP,66,4,RF,HB,False
2773,2014,1,LP,66,4,RF,HB,False
2774,2014,1,LP,53,4,RF,HB,False
2775,2014,1,LP,55,4,RF,HB,False
2776,2014,1,LP,47,4,RF,HB,False
2777,2014,1,LP,44,4,RF,HB,False
2778,2014,1,LP,60,4,RF,HB,False
2779,2014,1,LP,63,4,RF,HB,False
2780,2014,1,LP,70,4,RF,HB,False
2781,2014,1,LP,41,4,RF,HB,False
2782,2014,1,LP,54,4,RF,HB,False
2783,2014,1,VT,53,4,RF,ICEQUAKE,False
2784,2014,1,LP,49,4,RF,HB,False
2785,2014,1,LP,51,4,RF,HB,False
2786,2014,1,VT,43,4,RF,HB,False
2787,2014,1,VT,27,4,RF,ICEQUAKE,False
2788,2014,1,LP,47,4,RF,HB,False
2789,2014,1,LP,49,4,RF,HB,False
2790,2014,1,LP,45,4,RF,HB,False
2791,2014,1,LP,77,4,RF,HB,False
2792,2014,1,LP,47,4,RF,HB,False
2793,2014,1,LP,42,4,RF,HB,False
2794,2014,1,LP,62,4,RF,HB,False
2795,2014,1,LP,37,4,RF,HB,False
2796,2014,1,LP,58,4,RF,HB,False
2797,2014,1,LP,52,4,RF,HB,False
2798,2014,1,LP,55,4,RF,HB,False
2799,2014,1,LP,56,4,RF,HB,False
2800,2014,1,LP,69,4,RF,HB,False
2801,2014,1,LP,51,4,RF,HB,False
2802,2014,1,LP,46,4,RF,HB,False
2803,2014,1,LP,57,4,RF,HB,False
2804,2014,1,LP,47,4,RF,HB,False
2805,2014,1,LP,53,4,RF,HB,False
2806,2014,1,LP,36,4,RF,HB,False
2807,2014,1,LP,58,4,RF,HB,False
2808,2014,1,LP,56,4,RF,HB,False
2809,2014,1,LP,68,4,RF,HB,False
2810,2014,1,LP,57,4,RF,HB,False
2811,2014,1,LP,41,4,RF,HB,False
2812,2014,1,LP,47,4,RF,HB,False
2813,2014,1,LP,46,4,RF,HB,False
2814,2014,1,LP,40,4,RF,HB,False
2815,2014,1,LP,83,4,RF,HB,False
2816,2014,1,LP,75,4,RF,HB,False
2817,2014,1,LP,48,4,RF,HB,False
2818,2014,1,LP,40,4,RF,HB,False
2819,2014,1,LP,35,4,RF,HB,False
2820,2014,1,LP,34,4,RF,HB,False
2821,2014,1,LP,56,4,RF,HB,False
2822,2014,1,LP,52,4,RF,HB,False
2823,2014,1,LP,52,4,RF,HB,False
2824,2014,1,LP,48,4,RF,HB,False
2825,2014,1,LP,37,4,RF,HB,False
2826,2014,1,LP,58,4,RF,HB,False
2827,2014,1,VT,28,4,RF,ICEQUAKE,False
2828,2014,1,LP,48,4,RF,HB,False
2829,2014,1,LP,56,4,RF,HB,False
2830,2014,1,LP,50,4,RF,HB,False
2831,2014,1,LP,45,4,RF,HB,False
2832,2014,1,LP,49,4,RF,HB,False
2833,2014,1,LP,46,4,RF,HB,False
2834,2014,1,LP,42,4,RF,HB,False
2835,2014,1,LP,41,4,RF,HB,False
2836,2014,1,LP,45,4,RF,HB,False
2837,2014,1,LP,36,4,RF,HB,False
2838,2014,1,LP,39,4,RF,HB,False
2839,2014,1,LP,48,4,RF,HB,False
2840,2014,1,LP,46,4,RF,HB,False
2841,2014,1,LP,41,4,RF,HB,False
2842,2014,1,LP,67,4,RF,HB,False
2843,2014,1,LP,66,4,RF,HB,False
2844,2014,1,LP,46,4,RF,HB,False
2845,2014,1,LP,36,4,RF,HB,False
2846,2014,1,LP,37,4,RF,HB,False
2847,2014,1,LP,41,4,RF,HB,False
2848,2014,1,LP,36,4,RF,HB,False
2849,2014,1,LP,47,4,RF,HB,False
2850,2014,1,LP,40,4,RF,HB,False
2851,2014,1,LP,44,4,RF,HB,False
2852,2014,1,LP,45,4,RF,HB,False
2853,2014,1,LP,46,4,RF,HB,False
2854,2014,1,LP,56,4,RF,HB,False
2855,2018,1,LP,19,4,RF,HB,False
2856,2018,1,LP,37,4,RF,HB,False
2857,2018,1,LP,32,4,RF,HB,False
2858,2018,1,LP,128,4,RF,HB,False
2859,2018,1,LP,32,4,RF,HB,False
2860,2018,1,LP,39,4,RF,HB,False
2861,2018,1,LP,47,4,RF,HB,False
2862,2018,1,LP,31,4,RF,HB,False
2863,2018,1,LP,40,4,RF,HB,False
2864,2018,1,LP,33,4,RF,HB,False
2865,2018,1,LP,64,4,RF,HB,False
2866,2018,1,LP,23,4,RF,HB,False
2867,2018,1,LP,68,4,RF,HB,False
2868,2018,1,LP,26,4,RF,HB,False
2869,2018,1,LP,35,4,RF,HB,False
2870,2018,1,LP,32,4,RF,HB,False
2871,2018,1,LP,25,4,RF,HB,False
2872,2018,1,LP,23,4,RF,HB,False
2873,2018,1,LP,40,4,RF,HB,False
2874,2018,1,LP,41,4,RF,HB,False
2875,2018,1,LP,40,4,RF,HB,False
2876,2018,1,LP,31,4,RF,HB,False
2877,2018,1,LP,24,4,RF,HB,False
2878,2018,1,LP,43,4,RF,HB,False
2879,2018,1,LP,34,4,RF,HB,False
2880,2018,1,LP,42,4,RF,HB,False
2881,2018,1,LP,30,4,RF,HB,False
2882,2018,1,LP,35,4,RF,HB,False
2883,2018,1,LP,19,4,RF,HB,False
2884,2018,1,LP,54,4,RF,HB,False
2885,2018,1,LP,45,4,RF,HB,False
2886,2018,1,LP,38,4,RF,HB,False
2887,2018,1,LP,36,4,RF,HB,False
2888,2018,1,LP,49,4,RF,HB,False
2889,2018,1,LP,31,4,RF,HB,False
2890,2018,1,LP,39,4,RF,HB,False
2891,2018,1,LP,25,4,RF,HB,False
2892,2018,1,LP,23,4,RF,HB,False
2893,2018,1,HB,28,4,RF,HB,True
2894,2018,1,LP,33,4,RF,HB,False
2895,2018,1,LP,49,4,RF,HB,False
2896,2018,1,LP,43,4,RF,HB,False
2897,2018,1,LP,24,4,RF,HB,False
2898,2018,1,LP,20,4,RF,HB,False
2899,2018,1,LP,26,4,RF,HB,False
2900,2018,1,LP,27,4,RF,HB,False
2901,2018,1,VT,37,4,RF,ICEQUAKE,False
2902,2018,1,LP,20,4,RF,HB,False
2903,2018,1,LP,30,4,RF,HB,False
2904,2018,1,LP,34,4,RF,HB,False
2905,2018,1,LP,17,4,RF,HB,False
2906,2018,1,LP,31,4,RF,HB,False
2907,2018,1,LP,19,4,RF,HB,False
2908,2018,1,LP,17,4,RF,HB,False
2909,2018,1,VT,57,4,RF,HB,False
2910,2018,1,LP,37,4,RF,HB,False
2911,2018,1,LP,36,4,RF,HB,False
2912,2018,1,LP,32,4,RF,HB,False
2913,2018,1,LP,16,4,RF,HB,False
2914,2018,1,LP,25,4,RF,HB,False
2915,2018,1,LP,33,4,RF,HB,False
2916,2018,1,LP,40,4,RF,HB,False
2917,2018,1,LP,21,4,RF,HB,False
2918,2018,1,LP,19,4,RF,HB,False
2919,2018,1,LP,22,4,RF,HB,False
2920,2018,1,LP,39,4,RF,HB,False
2921,2018,1,LP,31,4,RF,HB,False
2922,2018,1,LP,29,4,RF,HB,False
2923,2018,1,LP,23,4,RF,HB,False
2924,2018,1,LP,22,4,RF,HB,False
2925,2018,1,LP,33,4,RF,HB,False
2926,2018,1,VT,26,4,RF,ICEQUAKE,False
2927,2018,1,LP,42,4,RF,HB,False
2928,2018,1,LP,29,4,RF,HB,False
2929,2018,1,LP,31,4,RF,HB,False
2930,2018,1,LP,28,4,RF,HB,False
2931,2018,1,LP,25,4,RF,HB,False
2932,2018,1,LP,24,4,RF,HB,False
2933,2018,1,LP,29,4,RF,HB,False
2934,2018,1,LP,39,4,RF,HB,False
2935,2018,1,LP,48,4,RF,HB,False
2936,2018,1,LP,35,4,RF,HB,False
2937,2018,1,LP,51,4,RF,HB,False
2938,2018,1,LP,31,4,RF,HB,False
2939,2018,1,LP,24,4,RF,HB,False
2940,2018,1,LP,41,4,RF,HB,False
2941,2018,1,LP,24,4,RF,HB,False
2942,2018,1,LP,25,4,RF,HB,False
2943,2018,1,LP,26,4,RF,HB,False
2944,2018,1,LP,24,4,RF,HB,False
2945,2018,1,LP,17,4,RF,HB,False
2946,2018,1,LP,26,4,RF,HB,False
2947,2018,1,LP,24,4,RF,HB,False
2948,2018,1,LP,36,4,RF,HB,False
2949,2018,1,LP,31,4,RF,HB,False
2950,2018,1,VT,21,4,RF,ICEQUAKE,False
2951,2018,1,LP,24,4,RF,HB,False
2952,2018,1,LP,31,4,RF,HB,False
2953,2018,1,LP,32,4,RF,HB,False
2954,2018,1,LP,27,4,RF,HB,False
2955,2018,1,LP,17,4,RF,HB,False
2956,2018,1,LP,19,4,RF,HB,False
2957,2018,1,LP,21,4,RF,HB,False
2958,2018,1,LP,20,4,RF,HB,False
2959,2018,1,LP,25,4,RF,HB,False
2960,2018,1,LP,34,4,RF,HB,False
2961,2018,1,LP,18,4,RF,HB,False
2962,2018,1,LP,27,4,RF,HB,False
2963,2018,1,LP,23,4,RF,HB,False
2964,2018,1,VT,69,4,RF,HB,False
2965,2018,1,LP,22,4,RF,HB,False
2966,2018,1,LP,22,4,RF,HB,False
2967,2018,1,LP,20,4,RF,HB,False
2968,2018,1,LP,28,4,RF,HB,False
2969,2018,1,LP,24,4,RF,HB,False
2970,2018,1,LP,33,4,RF,HB,False
2971,2018,1,LP,26,4,RF,HB,False
2972,2018,1,LP,17,4,RF,HB,False
2973,2018,1,LP,33,4,RF,HB,False
2974,2018,1,LP,31,4,RF,HB,False
2975,2018,1,LP,19,4,RF,HB,False
2976,2018,1,LP,19,4,RF,HB,False
2977,2018,1,LP,32,4,RF,HB,False
2978,2018,1,LP,23,4,RF,HB,False
2979,2018,1,LP,22,4,RF,HB,False
2980,2018,1,LP,29,4,RF,HB,False
2981,2018,1,LP,28,4,RF,HB,False
2982,2018,1,LP,31,4,RF,HB,False
2983,2018,1,LP,36,4,RF,HB,False
2984,2018,1,LP,35,4,RF,HB,False
2985,2018,1,LP,46,4,RF,HB,False
2986,2018,1,LP,30,4,RF,HB,False
2987,2018,1,LP,31,4,RF,HB,False
2988,2018,1,LP,20,4,RF,HB,False
2989,2018,1,LP,30,4,RF,HB,False
2990,2018,1,LP,20,4,RF,HB,False
2991,2018,1,LP,25,4,RF,HB,False
2992,2018,1,LP,33,4,RF,HB,False
2993,2018,1,LP,40,4,RF,HB,False
2994,2018,1,LP,26,4,RF,HB,False
2995,2018,1,LP,26,4,RF,HB,False
2996,2018,1,LP,56,4,RF,HB,False
2997,2018,1,LP,44,4,RF,HB,False
2998,2018,1,LP,37,4,RF,HB,False
2999,2018,1,LP,43,4,RF,HB,False
3000,2018,1,LP,19,4,RF,HB,False
3001,2018,1,LP,27,4,RF,HB,False
3002,2019,1,LP,23,4,RF,HB,False
3003,2019,1,LP,28,4,RF,HB,False
3004,2019,1,LP,24,4,RF,HB,False
3005,2019,1,LP,31,4,RF,HB,False
3006,2019,1,LP,23,4,RF,HB,False
3007,2019,1,LP,20,4,RF,HB,False
3008,2019,1,LP,20,4,RF,HB,False
3009,2019,1,LP,19,4,RF,HB,False
3010,2019,1,LP,24,4,RF,HB,False
3011,2019,1,LP,23,4,RF,HB,False
3012,2019,1,LP,24,4,RF,HB,False
3013,2019,1,LP,34,4,RF,HB,False
3014,2019,1,LP,26,4,RF,HB,False
3015,2019,1,LP,16,4,RF,HB,False
3016,2019,1,LP,22,4,RF,HB,False
3017,2019,1,LP,27,4,RF,HB,False
3018,2019,1,LP,18,4,RF,HB,False
3019,2019,1,LP,24,4,RF,HB,False
3020,2019,1,LP,22,4,RF,HB,False
3021,2019,1,LP,21,4,RF,HB,False
3022,2019,1,VT,18,4,RF,ICEQUAKE,False
3023,2019,1,LP,24,4,RF,HB,False
3024,2019,1,LP,34,4,RF,HB,False
3025,2019,1,LP,24,4,RF,HB,False
3026,2019,1,LP,25,4,RF,HB,False
3027,2019,1,LP,23,4,RF,HB,False
3028,2019,1,VT,20,4,RF,ICEQUAKE,False
3029,2019,1,LP,35,4,RF,HB,False
3030,2019,1,LP,27,4,RF,HB,False
3031,2019,1,LP,36,4,RF,HB,False
3032,2019,1,LP,23,4,RF,HB,False
3033,2019,1,LP,47,4,RF,HB,False
3034,2019,1,REGIONAL,44,4,RF,HB,False
3035,2019,1,LP,30,4,RF,HB,False
3036,2019,1,LP,31,4,RF,HB,False
3037,2019,1,LP,18,4,RF,HB,False
3038,2019,1,LP,18,4,RF,HB,False
3039,2019,1,LP,40,4,RF,HB,False
3040,2019,1,VT,16,4,RF,ICEQUAKE,False
3041,2019,1,LP,22,4,RF,HB,False
3042,2019,1,LP,24,4,RF,HB,False
3043,2019,1,VT,21,4,RF,ICEQUAKE,False
3044,2019,1,REGIONAL,251,4,RF,HB,False
3045,2019,1,LP,21,4,RF,HB,False
3046,2019,1,LP,12,4,RF,HB,False
3047,2019,1,LP,17,4,RF,HB,False
3048,2019,1,LP,21,4,RF,HB,False
3049,2019,1,REGIONAL,25,4,RF,HB,False
3050,2019,1,VT,36,4,RF,HB,False
3051,2019,1,REGIONAL,187,4,RF,HB,False
3052,2019,1,LP,32,4,RF,HB,False
3053,2019,1,REGIONAL,45,4,RF,HB,False
3054,2019,1,REGIONAL,51,4,RF,HB,False
3055,2019,1,LP,27,4,RF,HB,False
3056,2019,1,VT,24,4,RF,ICEQUAKE,False
3057,2019,1,LP,51,4,RF,HB,False
3058,2019,1,LP,28,4,RF,HB,False
3059,2019,1,LP,21,4,RF,HB,False
3060,2019,1,VT,25,4,RF,ICEQUAKE,False
3061,2019,1,LP,18,4,RF,HB,False
3062,2019,1,LP,35,4,RF,HB,False
3063,2019,1,LP,20,4,RF,HB,False
3064,2019,1,LP,34,4,RF,HB,False
3065,2019,1,LP,31,4,RF,HB,False
3066,2019,1,LP,31,4,RF,HB,False
3067,2019,1,REGIONAL,328,4,RF,HB,False
3068,2019,1,LP,19,4,RF,HB,False
3069,2019,1,LP,15,4,RF,HB,False
3070,2019,1,LP,22,4,RF,HB,False
3071,2019,1,LP,25,4,RF,HB,False
3072,2019,1,LP,19,4,RF,HB,False
3073,2019,1,LP,24,4,RF,HB,False
3074,2019,1,LP,28,4,RF,HB,False
3075,2019,1,LP,24,4,RF,HB,False
3076,2019,1,LP,21,4,RF,HB,False
3077,2019,1,VT,15,4,RF,HB,False
3078,2019,1,LP,26,4,RF,HB,False
3079,2019,1,LP,27,4,RF,HB,False
3080,2019,1,LP,23,4,RF,HB,False
3081,2019,1,LP,31,4,RF,HB,False
3082,2019,1,LP,41,4,RF,HB,False
3083,2019,1,LP,25,4,RF,HB,False
3084,2019,1,LP,36,4,RF,HB,False
3085,2019,1,LP,49,4,RF,HB,False
3086,2019,1,LP,27,4,RF,HB,False
3087,2019,1,LP,20,4,RF,HB,False
3088,2019,1,LP,21,4,RF,HB,False
3089,2019,1,LP,18,4,RF,HB,False
3090,2019,1,LP,20,4,RF,HB,False
3091,2019,1,LP,22,4,RF,HB,False
3092,2019,1,LP,21,4,RF,HB,False
3093,2019,1,LP,27,4,RF,HB,False
3094,2019,1,LP,36,4,RF,HB,False
3095,2019,1,LP,25,4,RF,HB,False
3096,2019,1,LP,20,4,RF,HB,False
3097,2019,1,LP,17,4,RF,HB,False
3098,2019,1,LP,19,4,RF,HB,False
3099,2019,1,LP,15,4,RF,HB,False
3100,2019,1,LP,22,4,RF,HB,False
3101,2019,1,LP,18,4,RF,HB,False
3102,2019,1,LP,28,4,RF,HB,False
3103,2019,1,REGIONAL,592,4,RF,HB,False
3104,2019,1,LP,30,4,RF,HB,False
3105,2019,1,LP,35,4,RF,HB,False
3106,2019,1,LP,24,4,RF,HB,False
3107,2019,1,LP,30,4,RF,HB,False
3108,2019,1,LP,23,4,RF,HB,False
3109,2019,1,LP,32,4,RF,HB,False
3110,2019,1,LP,21,4,RF,HB,False
3111,2019,1,LP,21,4,RF,HB,False
3112,2019,1,LP,36,4,RF,HB,False
3113,2019,1,HB,27,4,RF,HB,True
3114,2019,1,LP,39,4,RF,HB,False
3115,2019,1,LP,22,4,RF,HB,False
3116,2019,1,LP,23,4,RF,HB,False
3117,2019,1,LP,39,4,RF,HB,False
3118,2019,1,LP,24,4,RF,HB,False
3119,2019,1,LP,36,4,RF,HB,False
3120,2019,1,LP,38,4,RF,HB,False
3121,2019,1,LP,33,4,RF,HB,False
3122,2019,1,LP,22,4,RF,HB,False
3123,2019,1,VT,22,4,RF,ICEQUAKE,False
3124,2019,1,LP,24,4,RF,HB,False
3125,2019,1,LP,19,4,RF,HB,False
3126,2019,1,LP,19,4,RF,HB,False
3127,2019,1,LP,26,4,RF,HB,False
3128,2019,1,LP,13,4,RF,HB,False
3129,2019,1,LP,20,4,RF,HB,False
3130,2019,1,LP,17,4,RF,HB,False
3131,2019,1,LP,31,4,RF,HB,False
3132,2019,1,VT,27,4,RF,ICEQUAKE,False
3133,2019,1,LP,23,4,RF,HB,False
3134,2019,1,LP,37,4,RF,HB,False
3135,2019,1,LP,29,4,RF,HB,False
3136,2019,1,LP,22,4,RF,HB,False
3137,2019,1,LP,29,4,RF,HB,False
3138,2019,1,LP,19,4,RF,HB,False
3139,2019,1,LP,18,4,RF,HB,False
3140,2019,1,LP,23,4,RF,HB,False
3141,2019,1,LP,25,4,RF,HB,False
3142,2019,1,LP,26,4,RF,HB,False
3143,2019,1,LP,23,4,RF,HB,False
3144,2019,1,LP,26,4,RF,HB,False
3145,2019,1,LP,23,4,RF,HB,False
3146,2019,1,LP,25,4,RF,HB,False
3147,2019,1,LP,27,4,RF,HB,False
3148,2019,1,VT,26,4,RF,ICEQUAKE,False
3149,2019,1,LP,36,4,RF,HB,False
3150,2019,1,LP,17,4,RF,HB,False
3151,2019,1,LP,36,4,RF,HB,False
3152,2019,1,LP,16,4,RF,HB,False
3153,2019,1,LP,22,4,RF,HB,False
3154,2019,1,VT,26,4,RF,HB,False
3155,2019,1,LP,37,4,RF,HB,False
3156,2019,1,LP,19,4,RF,HB,False
3157,2019,1,VT,28,4,RF,ICEQUAKE,False
3158,2019,1,LP,41,4,RF,HB,False
3159,2019,1,LP,15,4,RF,HB,False
3160,2019,1,LP,14,4,RF,HB,False
3161,2019,1,LP,27,4,RF,HB,False
3162,2019,1,LP,36,4,RF,HB,False
3163,2019,1,LP,19,4,RF,HB,False
3164,2019,1,LP,15,4,RF,HB,False
3165,2019,1,LP,25,4,RF,HB,False
3166,2019,1,LP,15,4,RF,HB,False
3167,2019,1,LP,24,4,RF,HB,False
3168,2019,1,LP,26,4,RF,HB,False
3169,2019,1,LP,26,4,RF,HB,False
3170,2019,1,LP,21,4,RF,HB,False
3171,2019,1,LP,28,4,RF,HB,False
3172,2019,1,LP,18,4,RF,HB,False
3173,2019,1,LP,15,4,RF,HB,False
3174,2019,1,LP,33,4,RF,HB,False
3175,2019,1,LP,21,4,RF,HB,False
3176,2019,1,LP,30,4,RF,HB,False
3177,2019,1,LP,23,4,RF,HB,False
3178,2019,1,LP,42,4,RF,HB,False
3179,2019,1,LP,52,4,RF,HB,False
3180,2019,1,LP,38,4,RF,HB,False
3181,2019,1,LP,21,4,RF,HB,False
3182,2019,1,LP,17,4,RF,HB,False
3183,2019,1,LP,26,4,RF,HB,False
3184,2019,1,LP,19,4,RF,HB,False
3185,2019,1,LP,19,4,RF,HB,False
3186,2019,1,LP,35,4,RF,HB,False
3187,2019,1,REGIONAL,51,4,RF,HB,False
3188,2019,1,LP,32,4,RF,HB,False
3189,2019,1,LP,28,4,RF,HB,False
3190,2019,1,LP,15,4,RF,HB,False
3191,2019,1,LP,18,4,RF,HB,False
3192,2019,1,VT,25,4,RF,ICEQUAKE,False
3193,2019,1,LP,32,4,RF,HB,False
3194,2019,1,LP,21,4,RF,HB,False
3195,2019,1,LP,18,4,RF,HB,False
3196,2019,1,LP,36,4,RF,HB,False
3197,2019,1,VT,27,4,RF,ICEQUAKE,False
3198,2019,1,LP,23,4,RF,HB,False
3199,2019,1,LP,14,4,RF,HB,False
3200,2019,1,REGIONAL,216,4,RF,HB,False
3201,2019,1,LP,17,4,RF,HB,False
3202,2019,1,LP,22,4,RF,HB,False
3203,2019,1,REGIONAL,48,4,RF,HB,False
3204,2019,1,REGIONAL,27,4,RF,HB,False
3205,2019,1,LP,33,4,RF,HB,False
3206,2019,1,LP,26,4,RF,HB,False
3207,2019,1,LP,55,4,RF,HB,False
3208,2019,1,LP,29,4,RF,HB,False
3209,2019,1,VT,34,4,RF,ICEQUAKE,False
3210,2019,1,LP,40,4,RF,HB,False
3211,2019,1,LP,23,4,RF,HB,False
3212,2019,1,LP,30,4,RF,HB,False
3213,2019,1,LP,70,4,RF,HB,False
3214,2019,1,LP,28,4,RF,HB,False
3215,2019,1,LP,21,4,RF,HB,False
3216,2019,1,LP,25,4,RF,HB,False
3217,2019,1,LP,21,4,RF,HB,False
3218,2019,1,LP,23,4,RF,HB,False
3219,2019,1,LP,19,4,RF,HB,False
3220,2019,1,LP,25,4,RF,HB,False
3221,2019,1,REGIONAL,29,4,RF,HB,False
3222,2019,1,LP,26,4,RF,HB,False
3223,2019,1,LP,30,4,RF,HB,False
3224,2019,1,LP,34,4,RF,HB,False
3225,2019,1,LP,15,4,RF,HB,False
3226,2019,1,LP,30,4,RF,HB,False
3227,2019,1,LP,28,4,RF,HB,False
3228,2019,1,LP,23,4,RF,HB,False
3229,2019,1,LP,27,4,RF,HB,False
3230,2019,1,VT,17,4,RF,ICEQUAKE,False
3231,2019,1,VT,23,4,RF,ICEQUAKE,False
3232,2019,1,LP,24,4,RF,HB,False
3233,2019,1,LP,20,4,RF,HB,False
3234,2019,1,LP,41,4,RF,HB,False
3235,2019,1,VT,23,4,RF,ICEQUAKE,False
3236,2019,1,LP,19,4,RF,HB,False
3237,2019,1,LP,25,4,RF,HB,False
3238,2019,1,LP,37,4,RF,HB,False
3239,2019,1,VT,41,4,RF,ICEQUAKE,False
3240,2019,1,LP,43,4,RF,HB,False
3241,2019,1,VT,28,4,RF,ICEQUAKE,False
3242,2019,1,LP,29,4,RF,HB,False
3243,2019,1,LP,51,4,RF,HB,False
3244,2019,1,VT,22,4,RF,ICEQUAKE,False
3245,2019,1,LP,26,4,RF,HB,False
3246,2019,1,LP,25,4,RF,HB,False
3247,2019,1,LP,23,4,RF,HB,False
3248,2019,1,LP,31,4,RF,HB,False
3249,2019,1,LP,24,4,RF,HB,False
3250,2019,1,LP,22,4,RF,HB,False
3251,2019,1,LP,23,4,RF,HB,False
3252,2019,1,LP,22,4,RF,HB,False
3253,2019,1,ICEQUAKE,23,4,RF,HB,False
3254,2019,1,LP,21,4,RF,HB,False
3255,2019,1,LP,23,4,RF,HB,False
3256,2019,1,LP,34,4,RF,HB,False
3257,2019,1,LP,26,4,RF,HB,False
3258,2019,1,LP,27,4,RF,HB,False
3259,2019,1,LP,34,4,RF,HB,False
3260,2019,1,LP,21,4,RF,HB,False
3261,2019,1,LP,23,4,RF,HB,False
3262,2019,1,HB,23,4,RF,HB,True
3263,2019,1,LP,27,4,RF,HB,False
3264,2019,1,LP,22,4,RF,HB,False
3265,2019,1,LP,20,4,RF,HB,False
3266,2019,1,LP,30,4,RF,HB,False
3267,2019,1,LP,31,4,RF,HB,False
3268,2019,1,VT,34,4,RF,ICEQUAKE,False
3269,2019,1,LP,21,4,RF,HB,False
3270,2019,1,LP,24,4,RF,HB,False
3271,2019,1,VT,30,4,RF,HB,False
3272,2019,1,LP,28,4,RF,HB,False
3273,2019,1,LP,20,4,RF,HB,False
3274,2019,1,LP,24,4,RF,HB,False
3275,2019,1,LP,30,4,RF,HB,False
3276,2019,1,VT,19,4,RF,HB,False
3277,2019,1,LP,18,4,RF,HB,False
3278,2019,1,LP,22,4,RF,HB,False
3279,2019,1,LP,26,4,RF,HB,False
3280,2019,1,LP,26,4,RF,HB,False
3281,2019,1,LP,36,4,RF,HB,False
3282,2019,1,LP,28,4,RF,HB,False
3283,2019,1,LP,42,4,RF,HB,False
3284,2019,1,LP,27,4,RF,HB,False
3285,2019,1,VT,50,4,RF,ICEQUAKE,False
3286,2019,1,LP,29,4,RF,HB,False
3287,2019,1,LP,16,4,RF,HB,False
3288,2019,1,LP,19,4,RF,HB,False
3289,2019,1,LP,23,4,RF,HB,False
3290,2019,1,LP,21,4,RF,HB,False
3291,2019,1,LP,20,4,RF,HB,False
3292,2019,1,LP,25,4,RF,HB,False
3293,2019,1,VT,22,4,RF,ICEQUAKE,False
3294,2019,1,LP,27,4,RF,HB,False
3295,2019,1,LP,23,4,RF,HB,False
3296,2019,1,LP,34,4,RF,HB,False
3297,2019,1,LP,23,4,RF,HB,False
3298,2019,1,LP,30,4,RF,HB,False
3299,2019,1,LP,35,4,RF,HB,False
3300,2019,1,LP,23,4,RF,HB,False
3301,2019,1,LP,25,4,RF,HB,False
3302,2019,1,LP,37,4,RF,HB,False
3303,2019,1,LP,26,4,RF,HB,False
3304,2019,1,LP,20,4,RF,HB,False
3305,2019,1,LP,17,4,RF,HB,False
3306,2019,1,LP,21,4,RF,HB,False
3307,2019,1,LP,32,4,RF,HB,False
3308,2019,1,LP,21,4,RF,HB,False
3309,2019,1,VT,16,4,RF,ICEQUAKE,False
3310,2019,1,LP,23,4,RF,HB,False
3311,2019,1,LP,21,4,RF,HB,False
3312,2019,1,LP,44,4,RF,HB,False
3313,2019,1,LP,24,4,RF,HB,False
3314,2019,1,LP,26,4,RF,HB,False
3315,2019,1,LP,17,4,RF,HB,False
3316,2019,1,LP,36,4,RF,HB,False
3317,2019,1,LP,24,4,RF,HB,False
3318,2019,1,LP,23,4,RF,HB,False
3319,2019,1,LP,36,4,RF,HB,False
3320,2019,1,LP,38,4,RF,HB,False
3321,2019,1,VT,21,4,RF,ICEQUAKE,False
3322,2019,1,LP,37,4,RF,HB,False
3323,2019,1,LP,41,4,RF,HB,False
3324,2019,1,LP,28,4,RF,HB,False
3325,2019,1,LP,19,4,RF,HB,False
3326,2019,1,LP,25,4,RF,HB,False
3327,2019,1,LP,46,4,RF,HB,False
3328,2019,1,LP,45,4,RF,HB,False
3329,2019,2,VT,22,4,RF,HB,False
3330,2019,2,VT,33,4,RF,ICEQUAKE,False
3331,2019,2,LP,24,4,RF,HB,False
3332,2019,2,LP,30,4,RF,HB,False
3333,2019,2,ICEQUAKE,15,4,RF,HB,False
3334,2019,2,LP,19,4,RF,HB,False
3335,2019,2,ICEQUAKE,19,4,RF,HB,False
3336,2019,2,LP,24,4,RF,HB,False
3337,2019,2,LP,25,4,RF,HB,False
3338,2019,2,LP,22,4,RF,HB,False
3339,2019,2,LP,13,4,RF,HB,False
3340,2019,2,LP,19,4,RF,HB,False
3341,2019,2,REGIONAL,80,4,RF,HB,False
