EQ,Year,Month,Type,Duration,Cleaning,Model,Prediction,Correct Prediction
3757,2012,7,LP,38,Raw,KMs,LP,True
3758,2012,7,LP,38,Raw,KMs,VT,False
3759,2012,7,LP,39,Raw,KMs,VT,False
3760,2012,7,LP,34,Raw,KMs,HB,False
3761,2012,7,LP,36,Raw,KMs,VT,False
3762,2012,7,LP,41,Raw,KMs,LP,True
3763,2012,7,LP,20,Raw,KMs,VT,False
3764,2012,7,LP,35,Raw,KMs,VT,False
3765,2012,7,LP,40,Raw,KMs,VT,False
3766,2012,7,LP,38,Raw,KMs,LP,True
3767,2012,7,LP,62,Raw,KMs,LP,True
3768,2012,7,LP,34,Raw,KMs,VT,False
3769,2012,7,LP,40,Raw,KMs,VT,False
3770,2012,7,LP,44,Raw,KMs,ICEQUAKE,False
3771,2012,7,LP,40,Raw,KMs,LP,True
3772,2012,7,LP,35,Raw,KMs,LP,True
3773,2012,7,LP,31,Raw,KMs,VT,False
3774,2012,7,LP,40,Raw,KMs,VT,False
3775,2012,7,LP,32,Raw,KMs,VT,False
3776,2012,7,LP,37,Raw,KMs,VT,False
3777,2012,7,LP,33,Raw,KMs,VT,False
3778,2012,7,LP,44,Raw,KMs,LP,True
3779,2012,7,LP,39,Raw,KMs,LP,True
3780,2012,7,LP,47,Raw,KMs,LP,True
3781,2012,7,LP,39,Raw,KMs,VT,False
3782,2012,7,LP,34,Raw,KMs,VT,False
3783,2012,7,LP,39,Raw,KMs,LP,True
3784,2012,7,LP,27,Raw,KMs,VT,False
3785,2012,7,LP,41,Raw,KMs,VT,False
3786,2012,7,LP,55,Raw,KMs,ICEQUAKE,False
3787,2012,7,LP,45,Raw,KMs,VT,False
3788,2012,7,LP,34,Raw,KMs,LP,True
3789,2012,7,LP,37,Raw,KMs,VT,False
3790,2012,7,LP,35,Raw,KMs,VT,False
3791,2012,7,LP,29,Raw,KMs,VT,False
3792,2012,7,LP,47,Raw,KMs,VT,False
3793,2012,7,LP,45,Raw,KMs,ICEQUAKE,False
3794,2012,7,LP,55,Raw,KMs,LP,True
3795,2012,7,LP,51,Raw,KMs,VT,False
3796,2012,7,LP,39,Raw,KMs,LP,True
3797,2012,7,LP,36,Raw,KMs,LP,True
3798,2012,7,LP,60,Raw,KMs,LP,True
3799,2012,7,LP,61,Raw,KMs,LP,True
3800,2012,7,LP,41,Raw,KMs,VT,False
3801,2012,7,LP,70,Raw,KMs,ICEQUAKE,False
3802,2012,7,LP,43,Raw,KMs,LP,True
3803,2012,7,LP,42,Raw,KMs,VT,False
3804,2012,7,LP,50,Raw,KMs,VT,False
3805,2012,7,LP,52,Raw,KMs,ICEQUAKE,False
3806,2012,7,LP,54,Raw,KMs,LP,True
3807,2012,7,LP,54,Raw,KMs,LP,True
3808,2012,7,LP,65,Raw,KMs,ICEQUAKE,False
3809,2012,8,LP,41,Raw,KMs,LP,True
3810,2012,8,LP,41,Raw,KMs,LP,True
3811,2012,8,LP,40,Raw,KMs,VT,False
3812,2012,8,LP,79,Raw,KMs,ICEQUAKE,False
3813,2012,8,LP,52,Raw,KMs,ICEQUAKE,False
3814,2012,8,LP,43,Raw,KMs,VT,False
3815,2012,8,LP,44,Raw,KMs,VT,False
3816,2012,8,LP,51,Raw,KMs,LP,True
3817,2012,8,LP,60,Raw,KMs,LP,True
3818,2012,8,LP,50,Raw,KMs,LP,True
3819,2012,8,LP,36,Raw,KMs,VT,False
3820,2012,8,LP,106,Raw,KMs,REGIONAL,False
3821,2012,8,LP,49,Raw,KMs,ICEQUAKE,False
3822,2012,8,LP,41,Raw,KMs,ICEQUAKE,False
3823,2012,8,LP,47,Raw,KMs,VT,False
3824,2012,8,VT,28,Raw,KMs,VT,True
3825,2012,8,LP,90,Raw,KMs,ICEQUAKE,False
3826,2012,8,LP,51,Raw,KMs,LP,True
3827,2012,8,LP,55,Raw,KMs,LP,True
3828,2012,8,LP,36,Raw,KMs,VT,False
3829,2012,8,LP,53,Raw,KMs,LP,True
3830,2012,8,LP,44,Raw,KMs,LP,True
3831,2012,8,LP,63,Raw,KMs,LP,True
3832,2012,8,LP,44,Raw,KMs,VT,False
3833,2012,8,LP,145,Raw,KMs,REGIONAL,False
3834,2012,8,LP,38,Raw,KMs,VT,False
3835,2012,8,LP,52,Raw,KMs,VT,False
3836,2012,8,LP,48,Raw,KMs,LP,True
3837,2012,8,LP,42,Raw,KMs,VT,False
3838,2012,8,LP,56,Raw,KMs,LP,True
3839,2012,8,LP,40,Raw,KMs,VT,False
3840,2012,8,LP,46,Raw,KMs,LP,True
3841,2012,9,LP,50,Raw,KMs,LP,True
3842,2012,9,LP,32,Raw,KMs,LP,True
3843,2012,9,LP,36,Raw,KMs,VT,False
3844,2012,9,LP,38,Raw,KMs,LP,True
3845,2012,9,LP,47,Raw,KMs,VT,False
3846,2012,9,VT,34,Raw,KMs,LP,False
3847,2012,9,LP,37,Raw,KMs,VT,False
3848,2012,9,LP,45,Raw,KMs,LP,True
3849,2012,9,LP,45,Raw,KMs,LP,True
3850,2012,9,LP,36,Raw,KMs,LP,True
3851,2012,9,LP,42,Raw,KMs,LP,True
3852,2012,9,LP,57,Raw,KMs,LP,True
3853,2012,9,LP,95,Raw,KMs,ICEQUAKE,False
3854,2012,9,LP,45,Raw,KMs,LP,True
3855,2012,9,VT,24,Raw,KMs,VT,True
3856,2012,9,LP,36,Raw,KMs,LP,True
3857,2012,9,LP,44,Raw,KMs,LP,True
3858,2012,9,LP,40,Raw,KMs,VT,False
3859,2012,9,VT,22,Raw,KMs,HB,False
3860,2012,9,LP,36,Raw,KMs,VT,False
3861,2012,9,LP,43,Raw,KMs,VT,False
3862,2012,9,LP,38,Raw,KMs,VT,False
3863,2012,9,LP,64,Raw,KMs,LP,True
3864,2012,9,LP,32,Raw,KMs,VT,False
3865,2012,9,LP,37,Raw,KMs,VT,False
3866,2012,9,LP,37,Raw,KMs,LP,True
3867,2012,9,VT,25,Raw,KMs,LP,False
3868,2012,10,LP,22,Raw,KMs,LP,True
3869,2012,10,LP,40,Raw,KMs,LP,True
3870,2012,10,LP,38,Raw,KMs,VT,False
3871,2012,11,VT,24,Raw,KMs,VT,True
3872,2012,11,VT,14,Raw,KMs,VT,True
3873,2012,12,VT,15,Raw,KMs,VT,True
3874,2012,12,VT,23,Raw,KMs,VT,True
3875,2012,12,VT,17,Raw,KMs,LP,False
3876,2013,1,LP,50,Raw,KMs,VT,False
3877,2013,1,LP,50,Raw,KMs,VT,False
3878,2013,1,LP,43,Raw,KMs,LP,True
3879,2013,1,LP,46,Raw,KMs,VT,False
3880,2013,1,LP,50,Raw,KMs,LP,True
3881,2013,1,LP,37,Raw,KMs,LP,True
3882,2013,1,LP,39,Raw,KMs,VT,False
3883,2013,1,LP,44,Raw,KMs,LP,True
3884,2013,1,LP,42,Raw,KMs,LP,True
3885,2013,1,LP,43,Raw,KMs,LP,True
3886,2013,1,LP,87,Raw,KMs,ICEQUAKE,False
3887,2013,1,LP,45,Raw,KMs,VT,False
3888,2013,1,LP,48,Raw,KMs,LP,True
3889,2013,1,VT,27,Raw,KMs,HB,False
3890,2013,1,VT,25,Raw,KMs,HB,False
3891,2013,1,LP,46,Raw,KMs,LP,True
3892,2014,1,LP,49,Raw,KMs,VT,False
3893,2014,1,LP,40,Raw,KMs,LP,True
3894,2014,1,LP,41,Raw,KMs,LP,True
3895,2014,1,LP,47,Raw,KMs,VT,False
3896,2014,1,LP,59,Raw,KMs,LP,True
3897,2014,1,LP,69,Raw,KMs,LP,True
3898,2014,1,LP,48,Raw,KMs,VT,False
3899,2014,1,LP,63,Raw,KMs,ICEQUAKE,False
3900,2014,1,LP,49,Raw,KMs,VT,False
3901,2014,1,LP,126,Raw,KMs,ICEQUAKE,False
3902,2014,1,LP,46,Raw,KMs,VT,False
3903,2014,1,LP,52,Raw,KMs,LP,True
3904,2014,1,LP,58,Raw,KMs,LP,True
3905,2014,1,LP,70,Raw,KMs,LP,True
3906,2014,1,LP,90,Raw,KMs,ICEQUAKE,False
3907,2014,1,LP,46,Raw,KMs,VT,False
3908,2014,1,LP,54,Raw,KMs,VT,False
3909,2014,1,LP,54,Raw,KMs,VT,False
3910,2014,1,LP,63,Raw,KMs,VT,False
3911,2014,1,LP,58,Raw,KMs,ICEQUAKE,False
3912,2014,1,LP,47,Raw,KMs,LP,True
3913,2014,1,LP,45,Raw,KMs,VT,False
3914,2014,1,LP,56,Raw,KMs,LP,True
3915,2014,1,LP,63,Raw,KMs,LP,True
3916,2014,1,LP,44,Raw,KMs,VT,False
3917,2014,1,LP,63,Raw,KMs,VT,False
3918,2014,1,LP,39,Raw,KMs,VT,False
3919,2014,1,LP,53,Raw,KMs,LP,True
3920,2014,1,LP,38,Raw,KMs,VT,False
3921,2014,1,LP,54,Raw,KMs,LP,True
3922,2014,1,LP,60,Raw,KMs,VT,False
3923,2014,1,LP,53,Raw,KMs,VT,False
3924,2014,1,LP,37,Raw,KMs,VT,False
3925,2014,1,LP,31,Raw,KMs,VT,False
3926,2014,1,LP,53,Raw,KMs,LP,True
3927,2014,1,LP,56,Raw,KMs,VT,False
3928,2014,1,LP,40,Raw,KMs,VT,False
3929,2014,1,LP,61,Raw,KMs,LP,True
3930,2014,1,LP,39,Raw,KMs,VT,False
3931,2014,1,LP,44,Raw,KMs,VT,False
3932,2014,1,LP,44,Raw,KMs,VT,False
3933,2014,1,LP,48,Raw,KMs,LP,True
3934,2014,1,LP,44,Raw,KMs,LP,True
3935,2014,1,LP,48,Raw,KMs,LP,True
3936,2014,1,LP,22,Raw,KMs,VT,False
3937,2014,1,VT,35,Raw,KMs,VT,True
3938,2014,1,LP,45,Raw,KMs,VT,False
3939,2014,1,LP,53,Raw,KMs,LP,True
3940,2014,1,LP,47,Raw,KMs,LP,True
3941,2014,1,LP,54,Raw,KMs,VT,False
3942,2014,1,LP,58,Raw,KMs,VT,False
3943,2014,1,LP,60,Raw,KMs,VT,False
3944,2014,1,LP,45,Raw,KMs,LP,True
3945,2014,1,LP,59,Raw,KMs,ICEQUAKE,False
3946,2014,1,LP,54,Raw,KMs,LP,True
3947,2014,1,LP,61,Raw,KMs,ICEQUAKE,False
3948,2014,1,LP,45,Raw,KMs,VT,False
3949,2014,1,LP,45,Raw,KMs,VT,False
3950,2014,1,LP,56,Raw,KMs,LP,True
3951,2014,1,LP,53,Raw,KMs,LP,True
3952,2014,1,LP,51,Raw,KMs,VT,False
3953,2014,1,LP,43,Raw,KMs,VT,False
3954,2014,1,LP,59,Raw,KMs,VT,False
3955,2014,1,LP,51,Raw,KMs,VT,False
3956,2014,1,LP,42,Raw,KMs,VT,False
3957,2014,1,LP,49,Raw,KMs,VT,False
3958,2014,1,LP,44,Raw,KMs,LP,True
3959,2014,1,LP,66,Raw,KMs,LP,True
3960,2014,1,LP,66,Raw,KMs,LP,True
3961,2014,1,LP,53,Raw,KMs,VT,False
3962,2014,1,LP,55,Raw,KMs,LP,True
3963,2014,1,LP,47,Raw,KMs,VT,False
3964,2014,1,LP,44,Raw,KMs,LP,True
3965,2014,1,LP,60,Raw,KMs,LP,True
3966,2014,1,LP,63,Raw,KMs,LP,True
3967,2014,1,LP,70,Raw,KMs,VT,False
3968,2014,1,LP,41,Raw,KMs,LP,True
3969,2014,1,LP,54,Raw,KMs,VT,False
3970,2014,1,VT,53,Raw,KMs,ICEQUAKE,False
3971,2014,1,LP,49,Raw,KMs,LP,True
3972,2014,1,LP,51,Raw,KMs,VT,False
3973,2014,1,VT,43,Raw,KMs,VT,True
3974,2014,1,VT,27,Raw,KMs,HB,False
3975,2014,1,LP,47,Raw,KMs,VT,False
3976,2014,1,LP,49,Raw,KMs,VT,False
3977,2014,1,LP,45,Raw,KMs,VT,False
3978,2014,1,LP,77,Raw,KMs,ICEQUAKE,False
3979,2014,1,LP,47,Raw,KMs,VT,False
3980,2014,1,LP,42,Raw,KMs,VT,False
3981,2014,1,LP,62,Raw,KMs,LP,True
3982,2014,1,LP,37,Raw,KMs,LP,True
3983,2014,1,LP,58,Raw,KMs,VT,False
3984,2014,1,LP,52,Raw,KMs,VT,False
3985,2014,1,LP,55,Raw,KMs,VT,False
3986,2014,1,LP,56,Raw,KMs,VT,False
3987,2014,1,LP,69,Raw,KMs,VT,False
3988,2014,1,LP,51,Raw,KMs,VT,False
3989,2014,1,LP,46,Raw,KMs,VT,False
3990,2014,1,LP,57,Raw,KMs,LP,True
3991,2014,1,LP,47,Raw,KMs,LP,True
3992,2014,1,LP,53,Raw,KMs,VT,False
3993,2014,1,LP,36,Raw,KMs,VT,False
3994,2014,1,LP,58,Raw,KMs,ICEQUAKE,False
3995,2014,1,LP,56,Raw,KMs,ICEQUAKE,False
3996,2014,1,LP,68,Raw,KMs,ICEQUAKE,False
3997,2014,1,LP,57,Raw,KMs,VT,False
3998,2014,1,LP,41,Raw,KMs,LP,True
3999,2014,1,LP,47,Raw,KMs,VT,False
4000,2014,1,LP,46,Raw,KMs,VT,False
4001,2014,1,LP,40,Raw,KMs,ICEQUAKE,False
4002,2014,1,LP,83,Raw,KMs,VT,False
4003,2014,1,LP,75,Raw,KMs,ICEQUAKE,False
4004,2014,1,LP,48,Raw,KMs,VT,False
4005,2014,1,LP,40,Raw,KMs,LP,True
4006,2014,1,LP,35,Raw,KMs,LP,True
4007,2014,1,LP,34,Raw,KMs,VT,False
4008,2014,1,LP,56,Raw,KMs,VT,False
4009,2014,1,LP,52,Raw,KMs,VT,False
4010,2014,1,LP,52,Raw,KMs,VT,False
4011,2014,1,LP,48,Raw,KMs,VT,False
4012,2014,1,LP,37,Raw,KMs,VT,False
4013,2014,1,LP,58,Raw,KMs,VT,False
4014,2014,1,VT,28,Raw,KMs,VT,True
4015,2014,1,LP,48,Raw,KMs,LP,True
4016,2014,1,LP,56,Raw,KMs,ICEQUAKE,False
4017,2014,1,LP,50,Raw,KMs,VT,False
4018,2014,1,LP,45,Raw,KMs,VT,False
4019,2014,1,LP,49,Raw,KMs,VT,False
4020,2014,1,LP,46,Raw,KMs,VT,False
4021,2014,1,LP,42,Raw,KMs,VT,False
4022,2014,1,LP,41,Raw,KMs,VT,False
4023,2014,1,LP,45,Raw,KMs,LP,True
4024,2014,1,LP,36,Raw,KMs,VT,False
4025,2014,1,LP,39,Raw,KMs,VT,False
4026,2014,1,LP,48,Raw,KMs,LP,True
4027,2014,1,LP,46,Raw,KMs,LP,True
4028,2014,1,LP,41,Raw,KMs,LP,True
4029,2014,1,LP,67,Raw,KMs,ICEQUAKE,False
4030,2014,1,LP,66,Raw,KMs,LP,True
4031,2014,1,LP,46,Raw,KMs,VT,False
4032,2014,1,LP,36,Raw,KMs,VT,False
4033,2014,1,LP,37,Raw,KMs,VT,False
4034,2014,1,LP,41,Raw,KMs,VT,False
4035,2014,1,LP,36,Raw,KMs,VT,False
4036,2014,1,LP,47,Raw,KMs,LP,True
4037,2014,1,LP,40,Raw,KMs,VT,False
4038,2014,1,LP,44,Raw,KMs,VT,False
4039,2014,1,LP,45,Raw,KMs,VT,False
4040,2014,1,LP,46,Raw,KMs,ICEQUAKE,False
4041,2014,1,LP,56,Raw,KMs,LP,True
4042,2018,1,LP,19,Raw,KMs,HB,False
4043,2018,1,LP,37,Raw,KMs,HB,False
4044,2018,1,LP,32,Raw,KMs,HB,False
4045,2018,1,LP,128,Raw,KMs,LP,True
4046,2018,1,LP,32,Raw,KMs,HB,False
4047,2018,1,LP,39,Raw,KMs,HB,False
4048,2018,1,LP,47,Raw,KMs,VT,False
4049,2018,1,LP,31,Raw,KMs,VT,False
4050,2018,1,LP,40,Raw,KMs,LP,True
4051,2018,1,LP,33,Raw,KMs,HB,False
4052,2018,1,LP,64,Raw,KMs,HB,False
4053,2018,1,LP,23,Raw,KMs,HB,False
4054,2018,1,LP,68,Raw,KMs,HB,False
4055,2018,1,LP,26,Raw,KMs,HB,False
4056,2018,1,LP,35,Raw,KMs,HB,False
4057,2018,1,LP,32,Raw,KMs,HB,False
4058,2018,1,LP,25,Raw,KMs,HB,False
4059,2018,1,LP,23,Raw,KMs,VT,False
4060,2018,1,LP,40,Raw,KMs,VT,False
4061,2018,1,LP,41,Raw,KMs,HB,False
4062,2018,1,LP,40,Raw,KMs,HB,False
4063,2018,1,LP,31,Raw,KMs,VT,False
4064,2018,1,LP,24,Raw,KMs,HB,False
4065,2018,1,LP,43,Raw,KMs,HB,False
4066,2018,1,LP,34,Raw,KMs,HB,False
4067,2018,1,LP,42,Raw,KMs,VT,False
4068,2018,1,LP,30,Raw,KMs,VT,False
4069,2018,1,LP,35,Raw,KMs,HB,False
4070,2018,1,LP,19,Raw,KMs,HB,False
4071,2018,1,LP,54,Raw,KMs,HB,False
4072,2018,1,LP,45,Raw,KMs,HB,False
4073,2018,1,LP,38,Raw,KMs,HB,False
4074,2018,1,LP,36,Raw,KMs,HB,False
4075,2018,1,LP,49,Raw,KMs,VT,False
4076,2018,1,LP,31,Raw,KMs,HB,False
4077,2018,1,LP,39,Raw,KMs,HB,False
4078,2018,1,LP,25,Raw,KMs,HB,False
4079,2018,1,LP,23,Raw,KMs,HB,False
4080,2018,1,HB,28,Raw,KMs,HB,True
4081,2018,1,LP,33,Raw,KMs,HB,False
4082,2018,1,LP,49,Raw,KMs,HB,False
4083,2018,1,LP,43,Raw,KMs,HB,False
4084,2018,1,LP,24,Raw,KMs,HB,False
4085,2018,1,LP,20,Raw,KMs,HB,False
4086,2018,1,LP,26,Raw,KMs,HB,False
4087,2018,1,LP,27,Raw,KMs,HB,False
4088,2018,1,VT,37,Raw,KMs,HB,False
4089,2018,1,LP,20,Raw,KMs,HB,False
4090,2018,1,LP,30,Raw,KMs,HB,False
4091,2018,1,LP,34,Raw,KMs,HB,False
4092,2018,1,LP,17,Raw,KMs,HB,False
4093,2018,1,LP,31,Raw,KMs,HB,False
4094,2018,1,LP,19,Raw,KMs,HB,False
4095,2018,1,LP,17,Raw,KMs,HB,False
4096,2018,1,VT,57,Raw,KMs,HB,False
4097,2018,1,LP,37,Raw,KMs,HB,False
4098,2018,1,LP,36,Raw,KMs,HB,False
4099,2018,1,LP,32,Raw,KMs,HB,False
4100,2018,1,LP,16,Raw,KMs,VT,False
4101,2018,1,LP,25,Raw,KMs,HB,False
4102,2018,1,LP,33,Raw,KMs,HB,False
4103,2018,1,LP,40,Raw,KMs,HB,False
4104,2018,1,LP,21,Raw,KMs,HB,False
4105,2018,1,LP,19,Raw,KMs,HB,False
4106,2018,1,LP,22,Raw,KMs,HB,False
4107,2018,1,LP,39,Raw,KMs,HB,False
4108,2018,1,LP,31,Raw,KMs,HB,False
4109,2018,1,LP,29,Raw,KMs,HB,False
4110,2018,1,LP,23,Raw,KMs,HB,False
4111,2018,1,LP,22,Raw,KMs,HB,False
4112,2018,1,LP,33,Raw,KMs,HB,False
4113,2018,1,VT,26,Raw,KMs,HB,False
4114,2018,1,LP,42,Raw,KMs,HB,False
4115,2018,1,LP,29,Raw,KMs,HB,False
4116,2018,1,LP,31,Raw,KMs,HB,False
4117,2018,1,LP,28,Raw,KMs,HB,False
4118,2018,1,LP,25,Raw,KMs,HB,False
4119,2018,1,LP,24,Raw,KMs,HB,False
4120,2018,1,LP,29,Raw,KMs,HB,False
4121,2018,1,LP,39,Raw,KMs,HB,False
4122,2018,1,LP,48,Raw,KMs,HB,False
4123,2018,1,LP,35,Raw,KMs,HB,False
4124,2018,1,LP,51,Raw,KMs,HB,False
4125,2018,1,LP,31,Raw,KMs,HB,False
4126,2018,1,LP,24,Raw,KMs,VT,False
4127,2018,1,LP,41,Raw,KMs,HB,False
4128,2018,1,LP,24,Raw,KMs,HB,False
4129,2018,1,LP,25,Raw,KMs,HB,False
4130,2018,1,LP,26,Raw,KMs,HB,False
4131,2018,1,LP,24,Raw,KMs,HB,False
4132,2018,1,LP,17,Raw,KMs,HB,False
4133,2018,1,LP,26,Raw,KMs,HB,False
4134,2018,1,LP,24,Raw,KMs,HB,False
4135,2018,1,LP,36,Raw,KMs,HB,False
4136,2018,1,LP,31,Raw,KMs,HB,False
4137,2018,1,VT,21,Raw,KMs,HB,False
4138,2018,1,LP,24,Raw,KMs,HB,False
4139,2018,1,LP,31,Raw,KMs,HB,False
4140,2018,1,LP,32,Raw,KMs,HB,False
4141,2018,1,LP,27,Raw,KMs,HB,False
4142,2018,1,LP,17,Raw,KMs,HB,False
4143,2018,1,LP,19,Raw,KMs,HB,False
4144,2018,1,LP,21,Raw,KMs,HB,False
4145,2018,1,LP,20,Raw,KMs,HB,False
4146,2018,1,LP,25,Raw,KMs,HB,False
4147,2018,1,LP,34,Raw,KMs,VT,False
4148,2018,1,LP,18,Raw,KMs,HB,False
4149,2018,1,LP,27,Raw,KMs,HB,False
4150,2018,1,LP,23,Raw,KMs,HB,False
4151,2018,1,VT,69,Raw,KMs,VT,True
4152,2018,1,LP,22,Raw,KMs,HB,False
4153,2018,1,LP,22,Raw,KMs,HB,False
4154,2018,1,LP,20,Raw,KMs,VT,False
4155,2018,1,LP,28,Raw,KMs,HB,False
4156,2018,1,LP,24,Raw,KMs,HB,False
4157,2018,1,LP,33,Raw,KMs,HB,False
4158,2018,1,LP,26,Raw,KMs,HB,False
4159,2018,1,LP,17,Raw,KMs,HB,False
4160,2018,1,LP,33,Raw,KMs,HB,False
4161,2018,1,LP,31,Raw,KMs,HB,False
4162,2018,1,LP,19,Raw,KMs,HB,False
4163,2018,1,LP,19,Raw,KMs,HB,False
4164,2018,1,LP,32,Raw,KMs,HB,False
4165,2018,1,LP,23,Raw,KMs,HB,False
4166,2018,1,LP,22,Raw,KMs,HB,False
4167,2018,1,LP,29,Raw,KMs,HB,False
4168,2018,1,LP,28,Raw,KMs,HB,False
4169,2018,1,LP,31,Raw,KMs,HB,False
4170,2018,1,LP,36,Raw,KMs,HB,False
4171,2018,1,LP,35,Raw,KMs,VT,False
4172,2018,1,LP,46,Raw,KMs,VT,False
4173,2018,1,LP,30,Raw,KMs,HB,False
4174,2018,1,LP,31,Raw,KMs,HB,False
4175,2018,1,LP,20,Raw,KMs,HB,False
4176,2018,1,LP,30,Raw,KMs,VT,False
4177,2018,1,LP,20,Raw,KMs,HB,False
4178,2018,1,LP,25,Raw,KMs,HB,False
4179,2018,1,LP,33,Raw,KMs,HB,False
4180,2018,1,LP,40,Raw,KMs,HB,False
4181,2018,1,LP,26,Raw,KMs,HB,False
4182,2018,1,LP,26,Raw,KMs,HB,False
4183,2018,1,LP,56,Raw,KMs,HB,False
4184,2018,1,LP,44,Raw,KMs,VT,False
4185,2018,1,LP,37,Raw,KMs,HB,False
4186,2018,1,LP,43,Raw,KMs,HB,False
4187,2018,1,LP,19,Raw,KMs,HB,False
4188,2018,1,LP,27,Raw,KMs,HB,False
4189,2019,1,LP,23,Raw,KMs,HB,False
4190,2019,1,LP,28,Raw,KMs,HB,False
4191,2019,1,LP,24,Raw,KMs,HB,False
4192,2019,1,LP,31,Raw,KMs,HB,False
4193,2019,1,LP,23,Raw,KMs,HB,False
4194,2019,1,LP,20,Raw,KMs,HB,False
4195,2019,1,LP,20,Raw,KMs,HB,False
4196,2019,1,LP,19,Raw,KMs,HB,False
4197,2019,1,LP,24,Raw,KMs,HB,False
4198,2019,1,LP,23,Raw,KMs,HB,False
4199,2019,1,LP,24,Raw,KMs,HB,False
4200,2019,1,LP,34,Raw,KMs,HB,False
4201,2019,1,LP,26,Raw,KMs,HB,False
4202,2019,1,LP,16,Raw,KMs,HB,False
4203,2019,1,LP,22,Raw,KMs,HB,False
4204,2019,1,LP,27,Raw,KMs,HB,False
4205,2019,1,LP,18,Raw,KMs,HB,False
4206,2019,1,LP,24,Raw,KMs,HB,False
4207,2019,1,LP,22,Raw,KMs,HB,False
4208,2019,1,LP,21,Raw,KMs,HB,False
4209,2019,1,VT,18,Raw,KMs,HB,False
4210,2019,1,LP,24,Raw,KMs,HB,False
4211,2019,1,LP,34,Raw,KMs,HB,False
4212,2019,1,LP,24,Raw,KMs,HB,False
4213,2019,1,LP,25,Raw,KMs,HB,False
4214,2019,1,LP,23,Raw,KMs,HB,False
4215,2019,1,VT,20,Raw,KMs,HB,False
4216,2019,1,LP,35,Raw,KMs,HB,False
4217,2019,1,LP,27,Raw,KMs,HB,False
4218,2019,1,LP,36,Raw,KMs,HB,False
4219,2019,1,LP,23,Raw,KMs,HB,False
4220,2019,1,LP,47,Raw,KMs,VT,False
4221,2019,1,REGIONAL,44,Raw,KMs,HB,False
4222,2019,1,LP,30,Raw,KMs,HB,False
4223,2019,1,LP,31,Raw,KMs,HB,False
4224,2019,1,LP,18,Raw,KMs,HB,False
4225,2019,1,LP,18,Raw,KMs,HB,False
4226,2019,1,LP,40,Raw,KMs,HB,False
4227,2019,1,VT,16,Raw,KMs,HB,False
4228,2019,1,LP,22,Raw,KMs,HB,False
4229,2019,1,LP,24,Raw,KMs,HB,False
4230,2019,1,VT,21,Raw,KMs,HB,False
4231,2019,1,REGIONAL,251,Raw,KMs,ICEQUAKE,False
4232,2019,1,LP,21,Raw,KMs,HB,False
4233,2019,1,LP,12,Raw,KMs,HB,False
4234,2019,1,LP,17,Raw,KMs,HB,False
4235,2019,1,LP,21,Raw,KMs,HB,False
4236,2019,1,REGIONAL,25,Raw,KMs,HB,False
4237,2019,1,VT,36,Raw,KMs,HB,False
4238,2019,1,REGIONAL,187,Raw,KMs,ICEQUAKE,False
4239,2019,1,LP,32,Raw,KMs,HB,False
4240,2019,1,REGIONAL,45,Raw,KMs,VT,False
4241,2019,1,REGIONAL,51,Raw,KMs,VT,False
4242,2019,1,LP,27,Raw,KMs,HB,False
4243,2019,1,VT,24,Raw,KMs,HB,False
4244,2019,1,LP,51,Raw,KMs,VT,False
4245,2019,1,LP,28,Raw,KMs,HB,False
4246,2019,1,LP,21,Raw,KMs,HB,False
4247,2019,1,VT,25,Raw,KMs,HB,False
4248,2019,1,LP,18,Raw,KMs,HB,False
4249,2019,1,LP,35,Raw,KMs,HB,False
4250,2019,1,LP,20,Raw,KMs,HB,False
4251,2019,1,LP,34,Raw,KMs,HB,False
4252,2019,1,LP,31,Raw,KMs,HB,False
4253,2019,1,LP,31,Raw,KMs,HB,False
4254,2019,1,REGIONAL,328,Raw,KMs,LP,False
4255,2019,1,LP,19,Raw,KMs,HB,False
4256,2019,1,LP,15,Raw,KMs,VT,False
4257,2019,1,LP,22,Raw,KMs,HB,False
4258,2019,1,LP,25,Raw,KMs,HB,False
4259,2019,1,LP,19,Raw,KMs,HB,False
4260,2019,1,LP,24,Raw,KMs,HB,False
4261,2019,1,LP,28,Raw,KMs,HB,False
4262,2019,1,LP,24,Raw,KMs,HB,False
4263,2019,1,LP,21,Raw,KMs,HB,False
4264,2019,1,VT,15,Raw,KMs,HB,False
4265,2019,1,LP,26,Raw,KMs,HB,False
4266,2019,1,LP,27,Raw,KMs,HB,False
4267,2019,1,LP,23,Raw,KMs,HB,False
4268,2019,1,LP,31,Raw,KMs,VT,False
4269,2019,1,LP,41,Raw,KMs,HB,False
4270,2019,1,LP,25,Raw,KMs,VT,False
4271,2019,1,LP,36,Raw,KMs,HB,False
4272,2019,1,LP,49,Raw,KMs,HB,False
4273,2019,1,LP,27,Raw,KMs,HB,False
4274,2019,1,LP,20,Raw,KMs,HB,False
4275,2019,1,LP,21,Raw,KMs,HB,False
4276,2019,1,LP,18,Raw,KMs,VT,False
4277,2019,1,LP,20,Raw,KMs,HB,False
4278,2019,1,LP,22,Raw,KMs,HB,False
4279,2019,1,LP,21,Raw,KMs,HB,False
4280,2019,1,LP,27,Raw,KMs,HB,False
4281,2019,1,LP,36,Raw,KMs,HB,False
4282,2019,1,LP,25,Raw,KMs,HB,False
4283,2019,1,LP,20,Raw,KMs,HB,False
4284,2019,1,LP,17,Raw,KMs,HB,False
